MPI,lastName,firstName,birthDate,birthPlace,gender,value10
1001000053505,Girschner,Hildegund,25.09.1208,Werdau,F,olXq2CNtko1uSFGRlgERPDVovYCB2AIh/KmY5eDdRPDDrAkPdIuYjXL//zexiwhPFlPFKKDEIMjYxY5iFz5JkKltDrC8AAAWa9jJGcm0jOcV5WhL0k4UIujwIdOjlUhbWMOAArBwetlIJRFSgJGSPVGI9hs8bQ5YVVgHdkM=
1001000053512,Wilms,Kira,20.08.1210,Apolda,F,BkaagiDhjnobwxGAoAYlhCBqT5CRiGoi8NXJa2gNVkBBpyi5sAuSpSI4AhUwqQhKmBp1IeCahO3A4ZMjDxILBCjFBIq2KQgy4qqAmbMEjoUFtEkkwQCqruogid6pMgLPOEAgksxwIGpRIZAQgrSOGBoJjhFoags4ERAwHgI=
1001000053529,Butte,Volkhard,05.10.1702,Starnberg,X,BdlSTHdlFFNNTUePUjUVaOQe20GxRATU4zXKZQQEfHg2SzRZiBOBBFiYAHMDSTAdHCQDYN5QyITwkFPsJwPbSw0MCxx9ITCUYDSAg/wtQtg0kWiHgEVHidRqRVwMVTAQGAZ+W2kUnXZYWaJEZTrHhUFFyDJndRJs1kR0WvA=
1001000053536,Scholl,Gerta,01.08.1310,Paderborn,M,h066jI3EArse5dKBQCbzLCdOvXKwhjsw4hzKwcKJFGBLLCwBHAjI0gIcSBcBrQIN2j3RoAKSBaUYpDwgBzIrFByNSIU8qRBQKUStv5AWt8MMdOkO4CAUIWigxDhSsJ0OEsIunPDYTxRQWrJFCBgWmhsMpgAk+wYW8h4fnFE=
1001000053543,Birnbaum,Folkert,04.08.1711,Muehlhausen,F,tdOKT01ohaNqdJ6H+OwfKEUq/1ziqoOxuJMY6XBZUC3T6euZ4AOcNooQpjdUvblJGdGSaKAkWtxmBIruRSkvCEkVeg79GRvjqLbEgbvM1kdk3knXwEWLjhiirVxm9Bk7MGJ04nCQietISMAcBHDaybUIvqgtvnqPtwyCFLA=
1001000053550,Mies,Fatih,22.09.2008,Ansbach,F,QQWSAATNu/4KI1GhhiCOCGAQJQMRLgBh+LsIqWlYXU7piCqMIClIYAJr4xcrkEgJ2d6ImCA6h0gJRPoIySQJMBBcIpiZCgqzipQIgFg08GMItoALqTgIFMzqiBiokIpsfMRoEKAAsis4IKUEIBM7ONgCDqgsSpgIVW4XiOA=
1001000053567,Eigenwillig,Hans-Christian,27.08.1008,Sankt,U,r93bWgRNDp4GTL+PBUYpbGrkfnCZvQImOt4oXdifX3gQjuR5mLBGgRqUOFk+qa4+XbSMoFkSQp5BTX4qhTZqsRVsBDq/xSRaaE5JgZA3/+uFXOBCwQleeCqoBK61mz4eHVEIGKJ0HmcRwF4FInsWq4sKZ1J87Y5EJilSCrA=
1001000053574,Peukert,Louis,02.10.1713,Graefenhainichen,F,71u6yKicqTpoaYAFnMDnDEUZTva0OA48mZIY6ur7ficf4itrIE0ckUoa+BeE6Vhb2d0CIKQYkkypBpv0CZVPiNkd2PC0KVxzsKWN2bZLPsTM3OSaxAmSjBhhDRhgMblH0UoouxmQTw9cAMyRDhtaidkamtppMN4HngwTMFE=
1001000053581,Bohnbach,Giesela,04.08.1312,Nuertingen,F,Qd2qzkFtkoyuUhEBnE2oOREhvUFBjCrw/K2IZZbdVEEJg9lVoGmQMWI4SJdE3Zip2RHHsCGu1ciOQZYqyzePBIhXWrX8SNuWOhkMHcjiyO8BlYkewclBJo2SdZl30IlZSOIR1PCwb/pB0wFQHAgOKbUI1qUsVaYZtwxGNHE=
1001000053598,Rogge,Athanasios,04.10.1213,Donaueschingen,U,JdcQnFGZibpbReWDXOu3TNOlWtHTsBoThJVZzVq7NHEZR6JTwIiU9RxcApcV1pKdnVwjJmK1jKaPFTSyORcXjZFtVrgXzRgwqiUkqZhGXPJZVcDUikVDF1pmDRnYFR8XMFIp0hD0N8k5Iao0T/o+Ta5IMD0vcmZRtcRQdOE=
1001000053604,Austermuehle,Mike,05.08.1807,Aschaffenburg,U,6GroVFTAicJuY1ZDPoVqYmUAbpAU/APy4oMI1ShcRC+h6jfrCQoMBULIC1NkkVDYx/WOIk5IBtBxxelgLayYyQhZvwlPwRAhCMkGyYLE9t5MZ2HfmEFojNyok1QkkyrvsM5se//8yUqIIMIkafu+yTJA1CisbtZB1gITXPI=
1001000053611,Austermuehle,Maik,04.08.1808,Soltau,U,geKgVNTIgIJmQZRCNEAqwgU87oAZPEO2KoFIhSgNVCWB6KfrQZiCJUJICpNEmBDdlkHKbW4IhJEyZSkhDb1JCQxYvwkPyAQBLMwCiYrnhl4s5gL/mQRMDNyqlRQE0yo+oMoIwu3ciByYMKIAzMibmDgBtDysbqZQtAIaHbA=
1001000053628,Weinhold,Evamaria,10.09.1903,Bayreuth,X,jNMT5ETZD2YYdqfNUCU1rCcimXOueXpGQ9ivcQ4lWUbT9KUzwIEaBVNZZms7jQNA2DJOsJOnQpZhhwbgQxWOpJWNDF7XUawAaDxE3uhglHMUoOEa6ASfvmDlV5ik28AwHIQ8UUEbHpBhcSFIYBjHk4ML10JATnMUBnxEdwo=
1001000053635,Werner,Matthias,12.09.2013,Artern,X,xZThHWVNjqkIMVWPAqaSgGcwTcUzGRqRz6mKKW6MaGTRICGzgAiWnRH//6cgCiJJuSsH8AAEhapphYiRywQMASxNbpA1zDgwapQEWyikHE0dYqgYSigYu8hE7RgKyVt3CtasEASIozEicSFCYBma/TkNkxtEW7q40WQcIPI=
1001000053642,Hermighausen,Simone,26.09.1008,Wurzen,M,pWmbCQRZQr6uynabMQEF9Hc0LsKQhA4wcrqKQRKeFTGRKD0BkMARmAIRWxVZ0lr1nVOJ7ApYFp4gzfAiBTwKGz1J3QgNhZBTKFzE9JDk6mYodGib2ykHLp7ohxhqmLlaWcIjUnOZE0WaqKESKDhX6zAgh2gseAIBXQZXDNI=
1001000053659,Losekann,Alicia,27.08.1806,Stade,M,gNoJyIZhjpgWwbMeACZQxAOOKGBZJ6qssLCKBQqOdkg1RCShgLoAkhoMGr2g3AJM2yHU5CHITbqF9jS4L3BqDBR8EwYNjKADacyBpuANq7MEND0CiwQFcMqgBQ9gkIqOSdoogOEQxUxR+1glLguGrgoIlQJmawJy0HJzGKA=
1001000053666,Drubin,Adrian,05.08.1503,Hoexter,M,pHiNTAFgG6YS85ZGTk0o5IeAbgk688oTeKybcQqqYLMRKIAjFomAkDoAvhMxqUK4glGG5Al0J8Li4ClybygdoAphgAB8xAQBmHiAYcCUoJYzZOgCgmDoJEqGBVIgusoaKVAhoWQYAhMIaKlAQhhii0MAxZhlahI3UqhS2GE=
1001000053673,Pergande,Fritz,27.09.1608,Rosenheim,U,kNDJU2TpFoDOQNdfNRMIZW/CbuJAUpqWcJ2IHSKfNO+cIIFDhvAIhQshJBOlofkbD1PArE9AchiN5SFwISYM/thtXmAf4C0hmDwHN9IlhGMtdPzThAFIIBLgIRagsQnOYMZeQD1dExscTKkjgmOyiFMIfra0Kl7DFggnG6U=
1001000053680,Holzapfel,Carlos,03.08.1402,Mittweida,M,IF+o0JHsnoxqxVPF4rIaDQY6/Wmoqq8Q8IArCSuJYGpMcBTTkyGakIIybDOd2QpBOF7RptImLNqRuSHmITJuhUCFJwQtKmw1OuSoJPYr4aMiZigmqIySecjlnIqK0KD4CumqFCJYpZdoDeL4gpTKrzoshKJgLmosBhIiD+k=
1001000053697,Etzler,Rosalia,26.09.1403,Lemgo,U,mFCT/QQJzgSDUfVlRAbCJCYITgAKczkkVKELtRgAbiOZ8CNjgQERgxr//yOVCYbDZ3dkZn2kGBJAVzAsYiZElXh5H5kFQWQJKJBBa5IM5f8fdAVRikDqVABChZkAkRlXwptYAENdNDAJDcMkA0EShhMiggJEAUZQimMFVQI=
1001000053703,Steckel,Waldtraut,15.08.1709,Bad,F,BfFCykRoIDA+aTWFgMQohCAkDkEkTgPw8P2JZRlkVwjbwC0JOIMUAnKPCHVWwBlsMtIAICxgRnlyZ49iJSGNKAUJBh2EADA2GTXNMpgmk30QpWEaxsi9qupAX1GkMDoICMA0Nkn4WI5gYCMAICtTwThA3iQtfVsu5kZUXxI=
1001000053710,Caspar,Serge,29.09.1303,Wurzen,F,gVyTSUQZEYAsVFFTkDDAVXW03MBKLAg4UJapJRiURCGB5AwToAGRkAL//wUJERpdkVcAfDIsAkAIRYLgzBAHmx1tXoiHhpR2AB0EXsRkhOCm9KSR8QWMAhhFBABq0B0SSNIBUJKYtRwYoHOSADlXARsJgrAMEGYVnoSFDMI=
1001000053727,Killer,Roswita,31.07.1502,Weissenfels,F,imSP5sQEkCj6RAOH8OdqA0Qo75Ag2rRz883LMEgV92td5yrrqgMShLL+/wch6Zj6Wx3lJSiqCPjAkYJnJ5zhhEi9H5mWkRECNycjNaYapeEFxQsSyMsoGoLgQythNqjCrIoqrFE4oU45IeIBChkShRKdrpLLolc5tEBkhxM=
1001000053734,Kaester,Wenzel,02.09.1606,Neubrandenburg,F,wsmKCAZ+gWxMb4aNsiAskjQyTGEFCp18+raLIgifUyXv4lvbKCsYBFL//38qXBxKyzcIIC3rpcQVx8+2YgV9VQhdno7MCiUjGlEo0ewGc0gQ4DoX7IlIiu3qEB4wm2iOSIZs3bp2T88gsAPkKRsaozBa64xsLsIjlAJFXrM=
1001000053741,Wilms,Ingetraut,08.08.1110,Oberviechtach,X,B8UQTw1w//5rTVysTIPh5QAsKouRIEPm+1WbyQxNPEiQFi8JgRCSAHL2B1NgoUFKGH6kZHVTAN3lRRptAyBLUH0MDft+S6p12A4FspCFmlZVF1CWxjTgri/kCU6JkxSPHEAgEWqwBVZReKBIxlLPiG1JzDokmB5JVA12C9Y=
1001000053758,Wohlgemut,Victor,18.09.1412,Neustadtner,F,Ad8Hahf7ETZ+TZVUniI5ATNkHYFBeAO+0ZWILQKMwFOwjh8TqVuREiv//wcESSvZcnYb8KEofO1XtcamZ4x/gz0NJRDkwjGqO/ZBedapYJclpCAU8AHAp83I2xYk097BeoALEwkQ/5tIPcFCTEDHhBFa1yu8GP7v0xZNEuM=
1001000053765,Krebs,Bozena,28.09.1607,Bogen,F,IUJCiESpiIhMakINuMwgBaUWDGaAiqFxUMYIugqcTlmlhsyDIAMAHSabwAdpAZkLGdpOJizIQMAERoM2AwWBFKBdUK6VDFyHOBEkIOCGIOAIpRk1tAnBDAxIT34lnCFEUMFdolC4FRhhRAVwgGQaCUgIaoZNdBITGwQFlqY=
1001000053772,Jaekel,Ronald,24.08.1910,Iserlohn,F,PcMaoAXgABIWYTQA8YVbYAHCT0GQipswMPCIaYLDU0FewK8TsNGdP9MQIDcg0IiJG5U8p6ARFtYSgpr7CzRLEIklUz+lYbFWeABM4t4i2SgdvFAPj8CvIE0iFYgsEAkdMEJoVOR/LdpZEJFIoHAKhDMRVghsfkIZlVQRDkA=
1001000053789,Groettner,Hermann Josef,24.08.2011,Fulda,X,poy4mWDEho4Cgr+qU6ZDzMTaDYGigiIwu7AK04SbOHlY8LoQlNmfu0j//9Gw2mCJOOc2OAwICK6q3K0DLRQLBOwlGpI1paAF6u3UrqpkiHUMTWC8D2AgmooriYPCwQhem8JgRORcLCvryTzKaqyc9xoJDYpm6jk4rFlICKI=
1001000053796,Kohl,Pedro,25.09.1704,Karlsruhe,U,E1hsGADJgoB8wcYUZeQCI69QysIC2qNEcOEKTCCRVgvbzAbrCEGYQyqLAJMnMWjKBG/iN29YJEDaVWN7BY+wEpBJRpUGahACARyBKbZEB8gIpe7RjExCAtBMQFsGNRhEQoBAmi10uIkxAoMAhHCSAhIAW8yneBZUwoJFRgA=
1001000053802,Stey,Hans-Jochen,23.09.1602,Luedenscheid,F,Id+KHQWtkQ5my+APnIBI52WGfaBCrqY22JcIqJiWVHm1gB5LuMEKhFohmrcbVxgMXXYooK5gJciFzq82xTJBFXU9VhD0jJw7GtQZGPUkclkQ5DYX1AkcL5pqFYwymDjae8gOiLgQP48iBevkSZo26x4IHw5MILIbPgB1GeA=
1001000053819,Oderwald,Kamil,19.09.2002,Goslar,U,gkeWsEwskJhGA0WAJyEULKyRz1lQXg9y4LyIBCMMNvD2PD3PIImql1GxBDCkfWESlh8AuORbJBnYl/qO0CZwQIlNDqRaRCgREhlEW3wgB+WU8AlOCiRGodBgkQMlAQlWVMJJ2KPkqlQxFBUIIFESMBAMS1FUGR3sRIiVBgQ=
1001000053826,Martin,Anneli,27.09.1203,Prenzlau,F,pdcLVEipliBJVePDlAEKwCCu//87WEIi0KEooXmWV0OZ4BiTYPlCyRohNIcJYxkZ1fMHIDEkRNgpRfZuXQQVFCBtNhS09CRCOpwAUeoWjRFNsqBRyqWIWNpEEwYi8QJzRZAABXBcv5gYYa8FQAtSIDMBIxFcbzJdE0BVMKA=
1001000053833,Rudolph,Danica,15.08.1309,Buetzow,M,wngFisVIOig+17KBTKWwiG+Cr0DiwLrAaIg7YVLyRS2Z5gAPiIICniqZqhET5IIosAZMpAHsWIBK7Sxg640fLFg4KoQEigioKDKAeogi6FBTpemIsEopokpCm0pcs8qaOdA5IEK4GalqCKmBtAoKjw2M9jAh7MIw4YhO+Co=
1001000053840,Eberhardt,Claudia,13.08.2009,Eisenhuettenstadt,M,ixWYmlFcjlYyz3eFOrSIwPcSXaXRdaoc6JOrDVLxXffR8QUzgFLBhDIt6FV7njZFtRNU1lD2Tbpq5zxQw4xP5R0dXclEgVm0K1LxOnqh4mVWdKuTQA3IJ4zBt8xTUdpfO99gUFyi9et1WdFQMl92n3U6joBgKupf9WN8KHo=
1001000053857,Geisel,Egbert,05.09.1209,Olpe,F,iE+CAAppACgiRYORmAEKqCUMD0khaAEm+OetfgoUbWjYrgoBpQmGAAL1MBUye4paEB8JJiBOBGj6RoZjA4AHgMktGC6dQaDiOhcBLciDBeUD/ECIweaCAOzEFdFgEhxDQIMAFABQPIo4kwMBoAj2irEKSkEoRE5KQwhkVhA=
1001000053864,Eckbauer,Dieter,17.09.1303,Auerbach,F,j8CjSkUIo2AQUxRhnEDIQCQEjONaqBs0WplZpFqEWCij8AsLqDnAJEP//xdXBZoIgFPAoGwmhNl95LMoSgBVKFhICKnkQ04nAFyIyNCEwn0R5IAW4CjoJshgLY4h0ioWBJInEGiYFLqAeINEAAt78H8OCrwNKooUsg0UGFI=
1001000053871,Kruschwitz,Joerg,30.08.1410,Strausberg,M,lXjbA0fUl1bO8xdRIhcpZTZ8HpPWPBqiqRMK8YMwNmDgqjajS0LKmGW46HcioWoNuPEIoEkeEKaDpH4ibx4fjQwx6oEniYB0Gi7P77qNpGEQfEhPwQR8LSJqzJaFl4KaGUNw1cBZghZYDADFhxpSCxsS7yh3fFsTVJI0m1E=
1001000053888,Hoelzenbecher,Olav,02.12.1128,Mettmann,X,40fID0jtpCxOfi+JSLQaLBU73WmhjwaWy4uKguzhbGwdJ1zxnFIaFFD+/0cYY1wHOX0LNgsClBiSSgRnwZpI+EyFaHLUAHC0UsBsN9SWUElVVmGk4IhArOjMHygTGStnGnbZJIZ4osdiwaBoUAPyYTkhKpNgvpIYPxwgKro=
1001000053895,Holzapfel,Claudius,06.08.1603,Geldern,F,IXkzTEXgzI+qV1bN4LAYjlVyv2EqjqM8OJQoK0mJwEjM0R2TMmnaFYIAZH9czQhJCXqdpGJkJdA96oJyQzjvBAyVwYzsKFwXGEIU3MCmgydC5DAL5IDYRUiF3RwhlLnZCeCMFOXaLftAQMJ4mDBKrTsMBqasN4IT1j4nB9g=
1001000053901,Koehler,Siegmund,01.10.1109,Rottweil,U,hEjyXraYmrYGwg/AtoYZEy8MXoiQHpKSSJiI5GIAFjiY6D/jrUCApXH//0stSMCcHiMRpMqajAaShRAiNowimc38HYEswyIVCRSk+/qkRFApcFpKkLpFKO5o5SIOERg2ssvKmSxciCxYXKlL0FOakFggaqqUrs5ghMoeA7k=
1001000053918,Berger,Blanka,08.08.1104,Burgdorf,U,zUzumUBo8qJORJ1JnvwBBB+MbBCAFiMoKI4LzQCKHCo5JbhBPECQQyr//zEEggsInh3AImCARAQAh+IsIyc+BCxkDgyO2eCiOBwA04LEpEoE5WnngAjDBCKkABovkcUOE0IRknFUBEhiCAqMNFK2KxgADkoq5AZwRAoiEKA=
1001000053925,Eigenwillig,Ole,13.09.1807,Eichstaett,U,qk5oXk1YBcgKTWaLRKbcaC0m71jp+ApmY0SolRrMbiyAxi9rCBADgRuNGlm8MQpynG6M4FpKFoLpjRIogazoiBBeVYu/wXBqKJdgSeADJbIEpcDChAlCbVLIBrwXm65Ei5kIWyH81kMIEINEAmsWC8kqhjgQqT5EtgVOIuo=
1001000053932,Knappe,Marie-Louise,01.09.1804,Badalzungen,M,IVOgwMmptogQwteHMctK8CMBOMOEu0oQzAqLr+u7P2OJh4DXKgCX8QIfKkevwFpTEXOC4joI07SC5DTiBCcOqJEJc4QdyJYR/Z2FduprKPMYL6zWia0TcFjR1JL00Ik0gss1zDk41+BpiSsBJLDHiygSrvQ4/vIHF05OWrA=
1001000053949,Ullrich,Mahmut,16.09.1203,Rudolstadt,M,Qcc9UNR91hg22RfNFGAXpGYAXwBLzF7M4I3PNbqQxEKUBMeHyRGTlVMlaEcgwaNZEgKT5REkTzmEpCUjTSZutBUtIwQE0RS4C9zZaYKnoY0N4ogf/EHIZI1GATQhlJhxIIElEokY45N8GTuARAFD2hNAlr0B2Gpe849MHqA=
1001000053956,Buchholz,Sarah,04.09.1803,Wittenberg,M,QdIpUlWNEsBc1VfBVmQQ7Gcm+WLqNQpA0FWLNYpdVWGiQ5Y3CgGZoUMJalMHkRZNETbBpHJuQZBTpWRwbjNdxA2JFwRsCUSeKLypd8hl4VYRIQgf4A3NqmrCFBSG1PkQCpH5wfUYhVdgaIlMpRJbKwNggpQkP0IVE5BHXFo=
1001000053963,Wesack,Burghard,25.09.1511,Guben,F,B/GCyVBJkCqMYFlBkNA9bGEsnEihXpwweKGI5QaVVDmRiDxToGkxFXozQhdFShh9HVZAYPDoRURbRcLkIBkDUQkd3QWGixA2BTgEmugkQEgRpGAZyFUhAkxwBUI0/BlQWMUUM3AwnchQIyFIBYDWQUAI25Qs1AIlcExFUdM=
1001000053970,Mueller,Imre,22.09.1607,Lueneburg,F,wEviZEUpgGoMQUZP2kYKRCQWDIFAmIHw+s4IOTCQxD2toj6jqREIBQr//w9pRBh4w3OMICpghNQcxuM6pRC5HBhdO6nNARxnONEIwcMGccAJ4zSVlqlIAh5AGzQoEih2+MosX7o825pIAUMkyTMaATQJAmZMjJITtgAFEPY=
1001000053987,Vogt,Yvonne,30.09.1007,Strausberg,X,FElREUcMF1JscySKAwUxSCQuGJGWtAjA9zMK8QUgPWnwCjYjzILACGqZJLMiAixdmXMHoEqUCJyChfCiZwSfjy0Ji5g3MTC08BVAy7ykLA40cUDXgwXsjDh6H5AK8RBaGJKCV2DZmR5awKHlRTrCPQETYip2GBsTFwB8kNI=
1001000053994,Boucsein,Uschi,02.11.1038,Sternberg,X,TGBqbkcEtGPcQHxLIsUR4C1d//+IFMbgm0Mq0IzmDEw0SnRhiIOAABEaFHNAyS0MOSUMIEtowYTCwE08JxtfaAxBmhb3RaQ0yByJx6SE1HSUxGgPwQjX4cjlZhBEEVKUWRLcWbQwh1VI0ChORRuGH4NFKzpG1ZqQdgpkdNA=
1001000054007,Muehle,Abdullah,25.09.1810,Wittenberg,F,V8KyVlWpkFpMQXZLlgQDQnUgzYCQ/QPi8pOIdSE0VCGx636nKUuRBEJZC1cBARjYu3LBIWpeBdRTxfJwLoo3/QhZNwXlMUGfCdAhm5InQZAQs2Cd8ElBBt1qAvQnFsok+plJUR0wkd0cYJdEVxKbkRFg0iSM+oIJ9YRVRvo=
1001000054014,Poelitz,Emilia,29.09.2013,Niesky,F,ml0ji2StCISJE3WHgwfZAHKgzZNKL3gm0oVQcADBZkDpjC0qItGIiFs5IEY3+UobkHJkED3EUWtN5pqOwgQRNAAMAIuUowMHM3EnT5UHVeGM4IUDKKCIQMFAloyhoQjActBQBcHpsd5wEOFEoCkSnTMLQhFOJwxYwqKNEwA=
1001000054021,Mosemann,August,05.10.1005,Parsberg,F,BHk6AEWAkFIpYZcSogMP4PSyDgqQWoIg8JEYaSuCcDC7yj2LqoniAwoYGpdCdV9dnTEKIGBaTNzo1fpoLgwTBA1osoikp6A2CISApbCEIqwYluA9qVDYEEpoAVRgMBY6EQJCWWGciBsQo/hEBxpGlSMqQyBcejoCUhJc2HA=
1001000054038,Franke,Linus,05.08.1605,Fallingbostel,M,gHgEhIVwyoqa4LY+IeVAzE+D7gBIUtqg9lULTwrLwiodqgHXMICVhJoSLRuAoSNZS7rcqAPAh4Dkgj14hayMXhA1gKA/yJyB2YGEKcS0+ZMpJd6ahNDA6vqsCdyUkMkqEFRsSawQikMJ+No0QCoOipgK1Paw6VaS1gIeeKQ=
1001000054045,Loechel,Kathy,24.08.1813,Wittmund,X,BNMtC5B1pIwqUXaIM6SYNAMwHGGCOysh85iKJdylSmN5AZCzmFMRtVgJqnGw0VFQ4GBXIAgPNqAaDwSiQRYtrQUxDJYUiWAVeIEtWqgfqZgUJawVw6gJssAiGxJikYoMGklJ1PX8pIVDYPBAZBubYTs5ngImbBIwuEAxHg4=
1001000054052,Junck,Gerolf,07.10.1010,Helmstedt,X,5MT5zGAQBL6IRBurQOZTjKUGzWHy0AAoC5QqVZSA3Gs5pCuBsDiRCPIUQBO2CCKFGK18oBCUDZ5KxBUyGxDOoFwli5gVgbgWdM1QipLgIEAMXUQp2mFogwiggoYAUc5COlPEkgYYLAkRRKEAQJOWyTCPNEbIohYUoEkYAoI=
1001000054069,Hess,Daniela,05.08.2006,Mainburg,F,IQ2Si8BsitxeA7YIgkUKxDiDZQERzKro+LIRaSmKUEhpyxiIOEERKAopw141wQgJmXnIkCDQhcjgifpSI6EdRAB9IiHMqEoTOsGE0dFCyJMR1nUHgMjBBM6AmFghgIDrGdBt3fIk6+syAQi0HRIK2bhIxpEtbIwazgAfcLk=
1001000054076,Etzold,Harm,07.09.1812,Schwabmuenchen,X,O98Hm2UJBQxORGOp3DJU7GXmmWHhpDoV0wGb3RS5XVGSskYVkPIAFFIhAjUzhRNNNXZFIJVsE5xbBE9yByoNcUWdWJhUiTghat1Fg9x0Ynkd5DCYgCWkjthAl6ZCUZtRCMAUKJF7PZWsSSEAaAPGgbSD0gsGONoNNQXEI0Y=
1001000054083,Trubin,Drago,13.08.1906,Grimmen,U,jUYIfgPgIYgSwTSLnI3IzAECaMQAUsrZeNUZNUiyFyEUIAzDBIoEkTIrtj0fmXCJvdMGZGnzINCKSW2yDRwdoIpFVZkMRVABiAgGq+gJhFwxBPBYjSnSqzpWHhqIEyueQVgBw/T0CQCgQAdpaF4TAEIIzdJhGHZDtMxAkYA=
1001000054090,Rogner,Franca,01.09.1604,Kulmbach,U,4UCokIQop+ACQb68ZMaCiGeSToNSOrKA0PULhUAqHyu94ALBiCCADwr//xEnAoCpZU9grnLuQABFBf8yRgdEbjhsDpAWygwhqBQAu+pkDGRpYF1CrmDOripg0Z4KEQgGhpbkmELcIAIpIKuhZGqzqnyKLqymKkZShQ5MCuQ=
1001000054106,Heintze,Knud,02.08.1606,Hohenstein-Ernstthal,U,8FASHY302KdCYnYffqUx1VFTbDGF2NwcqM+oVwi9Vi8UohjFEkI7hRISrhu1wRpSDXSGpMfKl4LErwA+x6bsjEFVXLKtQbShbcchif4m/DPAZLrSphnggdjkQZ4GkfDtO1Ce4bZVqzcqYOgwSls2z4MubCZwoZbL3AAOI7g=
1001000054113,Lorch,Andrei,05.08.1408,Beeskow,U,wUhIEPBFuswqQ5YHFKEAJAak/38Qfgpi4uB6VYgeZFoBCBBvC4hAwQsSCBPGoUCI9BGjZkjQfEDlgzXjDS8coWhwDgbNwCKUKLQoAZIsxMIAhETK0EBDKEKCk1BEk64OKlgZAqBUAhtYJErSgGuWi8mU7gP6dk5ARYIS0CU=
1001000054120,Dehmel,Ruben,07.10.1608,Saarbruecken,M,h8l5KnVqExoWy3oPGEFJZ4cWHmHwppsSulxfeTIyHKlcZiYDwLJY1RhwOFW5xpsFOxFMropyZJ2X03o6DwYfNR4tcC1EJR+Rkg2UotCH69URNnqUjK0sLmCuH04FGoteFVBlXnV+AYU4iFIkABuiWjSIhZQlXNIHMKR0nII=
1001000054137,Wagenknecht,Konstantin,23.09.1103,Bad,X,B1WJXEnNxgo43P3LI4FpcCisGKWPCMJI26yL6d0GD0mZBCiLmIFSKBodPUc7EwlJWW8NoAksQr0CZewiwReuGDUtHZY0x7QwfxU597A0mF0UJHtR04iZuxps2AsWmZweXYg0paMZXxJgYC9IwAnXIxsBn0oMrb+TA8pXmrI=
1001000054144,Wernecke,Michael,05.08.1105,Neuss,M,hcmJaQJkg6Ye55qGEsEbYlYsfsXAbBsAaCyKzapMQHhYLSORCAgcnFIYCDcE+2JUT8GI4AtgJhRxwazjQSYuCTkhLAwNgSEVPIDMsaCa+c4RZkiCysgIrlmgGFgCmti6XMYsVKBYgaoIOMAIJBie6jgC3ywizFKAREpDXKI=
1001000054151,Schomber,Rochus,23.09.1110,Hoyerswerda,U,r+iemEWNyB8P7kwBboAbpWZMXiCQlLAx2BAIzImJHmvcKCRbsoCJgQj//zMdl8CMHF88J1IQEJaA7x2iBh4SkDzo3xE1SViZGNTZpbaUFMBRcFDp+1h0KRjkHcqSEQwmeYsKGoB0Mh17MANKg9S6CRkhLiB04n5w0hp9AMA=
1001000054168,Biggen,Marcella,03.10.1038,Guetersloh,M,L1UY+kEoonoHzDNLCawL6HsFWBfYnKoBchaKSTpmXGQZBSjTqsuCxQZ8GgMJ3Wo4uBbK5Bj6ZZZKhDB/ko9vJBwtNhQmBUwTOJyAuvAC4Mmgdnk4mLyHLwgoFyoVWe4xEZk4lGQwn9NQTCNAEHpHDyc4iQCE3CaeNgxY/WI=
1001000054175,Zaenker,Ekrem,18.09.1206,Vechta,F,iMeqCAVpQRhD6RUJtIBcgS06DwABKLMs0MEJrApBQHC8qE+RITEMAS///x1YAQtJG9Md4DhJSsxBpMs0AQx5gqgdSRntQ4K3kpAN4ca1GHkl4zCksA2tPMlIRY4jXAjLGPIqEYFQOFgBEcMwCEYaBzEK0ktJLEJLkVK3AMQ=
1001000054182,Naser,Claus,24.08.1007,Eisenhuettenstadt,U,r+DYEEHQjF46RVYBPKQBAFUSTqTR9IJ8oBeoXRjZVS+A8aVTkFGRtTD+/1d8lDIAHRlcZll+DbRiYRRywZzPgRxB30pEzdk0aUFxldKh7mQOVUJdwQlIBglnj5xbEcBfetdAVtz+1clU0NAAEnEeCH8yTLAkYjZHdiNYOHo=
1001000054199,Thies,Halina,04.10.1048,Lichtenfels,U,r8HdtgCIyx6JwjQDFOVdRUMA6MCZumMoCTEKzEi5lhMRA6LTOQKAo5gYVTMUEBBUf/hE42GRlTxjjxC7A6WnpQVZFokkyXoyKMAFg9BIRXAM0W1VhglQTA2mKxkglfIVmBiM1XX0ASEwUMAORHMejSkDhIqlKZdRMEAUMMA=
1001000054205,Gehringer,Eugenia,03.08.1902,Celle,F,iFaC/JlMCoziTBD9kIUIqo4U/QAIKWyu/KwpIQgIwWgd5Kz7KAmIAJL+/3U63X9dHRXMZCmlgtpIhKZkC6DP5YkMDMiMSQZHKgwMCOwAgnOC5IOKgIyCi4jtFImkmIzaQMoBAWQQPlyhIshIZBiWiBYKhoLsgPYYDihqKEY=
1001000054212,Soeding,Mahmut,02.10.1105,Luedenscheid,X,RdsQXEUklTZkyQ5NHIVDhUU8aBnSbuS06xMO1XaQXG0VSCbDkUBigVqShlMQZVFMX3SGYMUwxUzjQlB0xTxLUEUZeFBVySh8SMQdktcEc5QEVkQXuAnEhlxkFdQFERL0OcBKkVhQh4dwReRsTZP3yRZJXC5U+LoZ9IxRE+Q=
